First Name	Last Name	Team ID	Age	Date
Miranda	Williams	438	40	1957-11-01
Ronald	Hampton	285	45	1973-10-02
Steven	Gonzales	428	76	2015-03-13
Robert	Whitehead	365	37	1960-10-22
Matthew	Nguyen	389	18	2011-09-06
Jessica	Bailey	378	76	1954-04-14
Joel	Werner	15	50	1989-11-14
Robert	Jennings	485	18	2020-04-20
Seth	Rojas	124	45	1953-09-07
Mary	Howard	182	29	1975-03-11
Michael	Gray	22	30	2020-02-12
David	Roman	163	68	1961-01-01
Evan	Lucas	332	24	2009-08-31
Oscar	Ray	313	25	2001-03-27
Tom	Rogers	249	43	1961-07-08
Douglas	Smith	314	33	1999-06-28
Ricky	Becker	445	68	1955-11-26
Katrina	Beard	372	54	2021-07-31
Danielle	Cooper	307	20	1993-09-25
Benjamin	King	262	56	1991-10-29
Christina	Gillespie	367	49	1969-04-01
Michael	Wallace	195	21	1996-01-13
Roger	Pittman	318	41	1984-05-20
Amanda	Thomas	138	38	2006-01-13
Tanya	Bradley	65	73	2002-08-26
Amanda	Simmons	144	25	1988-11-21
Samantha	Young	337	31	1975-07-02
Carl	Gilbert	344	77	1968-07-16
Tamara	Ramirez	240	33	1952-06-25
Matthew	Mayer	495	70	1996-01-18
Kimberly	Gutierrez	20	28	2009-01-02
Lisa	Poole	498	28	1988-10-17
Gwendolyn	Wilson	342	31	1978-08-01
Bryan	Patterson	207	27	1973-06-15
Justin	Allen	341	56	1971-01-19
Victoria	Aguirre	269	58	1959-01-20
William	Schmidt	220	32	1979-01-12
Traci	Chen	182	77	1958-03-03
Edward	Moss	44	29	2005-11-04
James	Martinez	438	34	1958-02-01
Elizabeth	Torres	106	26	1954-03-16
Scott	Rivera	358	66	2005-03-26
Richard	Pacheco	312	30	2018-08-06
Angela	Lopez	219	48	1972-10-04
Charles	Larson	254	34	1967-09-15
Jason	Wilkinson	378	70	2016-01-12
Jeff	Smith	79	40	1973-04-23
Andrew	Thompson	302	43	1981-07-17
Yesenia	Vargas	260	63	2016-02-20
Peter	Lopez	352	30	2012-07-13
Robert	Nolan	339	69	2015-05-03
Dawn	Cain	392	57	2014-09-10
Samantha	Holmes	213	43	1990-01-08
Lisa	Joseph	65	45	1967-10-25
Shannon	Craig	430	74	1992-07-14
Shannon	Irwin	225	68	2019-08-12
Marie	Carr	474	54	1983-09-27
Amanda	Powell	412	66	1970-03-12
James	Riddle	79	52	1971-08-11
Andrea	Avila	466	58	1972-01-27
Madison	Castro	201	29	2004-01-20
Anthony	Lindsey	31	60	1969-08-17
Ashley	Moore	142	34	1961-03-21
Michael	Sawyer	466	35	1957-05-15
David	Rogers	373	52	1988-08-18
Paul	Santiago	288	38	1990-11-10
Kari	Tran	367	20	1994-02-17
Jeffrey	Beck	466	54	1960-05-18
Ryan	Mora	96	38	1973-11-25
Patricia	Williams	256	59	1977-04-17
Bradley	Long	167	28	1947-09-13
David	Austin	271	65	1993-03-06
Carol	Estes	482	78	1994-05-12
Melissa	Dougherty	488	25	2005-07-18
Matthew	Donovan	498	22	2005-03-16
Jacqueline	Carey	442	79	1965-11-28
Julia	Sellers	196	34	1995-11-19
Christopher	Jones	378	52	1968-05-09
Phillip	Miller	53	21	1993-07-11
Brittany	West	199	38	1958-06-16
Julia	Clark	338	30	2008-07-07
Wanda	Strickland	347	41	2021-09-11
Stacey	Dodson	396	73	1952-04-30
Gina	Ford	70	19	2014-03-16
Mary	Kane	20	77	2002-08-21
Calvin	Brown	345	79	1967-03-14
Christopher	Mitchell	41	75	1982-01-15
Kevin	Liu	53	60	2016-09-21
Cameron	Bowman	433	75	1969-07-12
Heather	Anderson	27	45	1962-01-22
Michael	Wang	281	59	2007-01-09
David	Li	257	66	2001-11-06
Caitlyn	Patterson	304	27	1963-11-19
Benjamin	Espinoza	130	30	1980-07-29
Emily	Byrd	101	29	2019-02-19
Ryan	Porter	345	69	1955-04-10
Amanda	Morgan	382	39	1999-03-23
Deborah	Flowers	236	72	2007-04-20
Justin	Crawford	414	50	1979-02-21
Maria	Martinez	394	49	1963-09-20
Arthur	Brown	278	40	1980-07-05
Stephanie	White	469	55	2021-01-13
Vincent	Eaton	127	77	1985-08-15
Zachary	Thornton	170	46	1965-04-19
Greg	Cannon	448	40	1953-05-30
Brendan	Wyatt	254	25	1987-08-15
Andrea	Alvarez	281	65	2023-06-01
Nicholas	Spears	131	76	1960-03-08
Andrea	Brown	249	61	1970-03-13
Billy	Williams	67	26	1994-06-03
Stephen	Curry	215	46	1989-04-02
Daniel	Dominguez	480	54	1976-07-14
Jacob	Robinson	275	51	2009-09-14
Jeremy	Mata	312	23	1996-05-26
Dustin	Martin	483	21	1986-01-20
James	Krueger	45	73	2004-10-24
Joshua	Taylor	105	51	1983-11-20
Cynthia	Baker	76	35	1999-08-21
Amy	Freeman	212	18	2008-07-05
Jason	Brown	62	40	1982-11-02
Shelley	Bell	125	25	1993-05-31
Miguel	Hopkins	167	73	1959-08-03
Nicole	Sanchez	47	59	2015-03-17
Jeffrey	Mccarthy	421	47	1982-03-28
Brooke	Roberts	358	49	2022-11-03
Jonathan	Sullivan	118	49	2012-03-22
Ashley	Jacobs	52	55	2002-02-21
George	Davis	427	25	1966-07-22
Brenda	Rodriguez	339	55	1993-07-23
Samantha	Fowler	243	67	2014-09-12
Michael	Davis	428	50	1965-08-14
Elizabeth	Boone	52	51	1955-11-29
Yolanda	Lewis	270	65	2007-03-12
Maureen	Carr	412	69	1948-02-25
Jonathan	Brown	90	57	2023-10-15
Kelly	Glass	495	59	1991-08-13
Denise	Barber	252	28	1962-05-31
Cristian	Sullivan	454	38	2017-07-20
Roy	Townsend	142	21	1949-02-09
April	Brooks	66	76	2005-08-05
Andre	Clark	9	34	1988-02-14
Michael	Walsh	151	79	1989-07-10
Morgan	Brown	246	47	2023-09-27
James	Allen	36	45	1956-07-06
Andrea	Rodriguez	135	28	2004-07-07
Steven	Wang	302	78	1947-04-15
Martha	Greene	151	34	1946-03-07
Charles	Mckenzie	197	32	2021-10-20
Russell	Baker	500	72	1987-05-21
Valerie	Bennett	147	45	1999-09-30
Ronald	Dominguez	359	44	2002-01-12
Karen	Mclean	376	66	2011-01-02
Todd	Romero	442	36	2009-04-07
Michelle	Watts	174	52	2007-09-10
Matthew	Kirk	213	36	2022-07-29
Gregory	Garcia	357	74	2013-06-21
Shannon	Zamora	426	80	2011-08-25
Mary	Black	252	41	2011-10-26
Jeremy	Willis	195	56	1961-01-21
Eric	Brown	387	78	2006-06-23
Thomas	Stein	470	45	1982-07-01
John	Smith	150	75	1997-04-18
Melissa	Watts	163	40	2020-03-17
Kayla	Hughes	117	27	2017-08-19
Hailey	Munoz	51	21	1950-09-07
Jeremy	Coleman	245	79	1959-02-08
Jessica	Long	392	59	2021-04-12
Kevin	Anderson	102	49	1976-05-12
Morgan	Smith	297	76	2002-06-27
Phillip	Miller	22	19	1987-01-16
Steven	Armstrong	112	23	1953-07-08
Michael	Gutierrez	434	20	2019-11-04
David	Guzman	453	22	1996-11-03
William	Osborne	165	62	1956-03-17
Kelly	Anderson	369	68	1974-03-28
Nathan	Rogers	347	80	1964-04-07
Kaitlin	Scott	268	31	1966-01-12
Lawrence	Wilkins	112	65	2007-03-12
Jorge	Fuller	152	69	1982-06-24
Claire	Love	221	74	1978-03-07
Stephanie	Jones	206	50	1988-08-20
Monica	Woods	446	27	1968-04-30
Michael	Phelps	490	24	2001-06-22
Anthony	Spencer	435	50	2009-01-29
Heidi	Olsen	413	33	1978-03-03
Joshua	Patton	89	52	1980-05-10
Cory	Jarvis	335	36	1976-08-23
Dawn	Houston	122	62	1949-03-20
Lisa	Rodriguez	394	66	1960-11-20
April	Campbell	356	34	1951-08-28
Elizabeth	Solomon	322	63	1969-02-14
Lauren	Hernandez	391	63	1961-02-17
Grace	Bell	162	18	2022-08-09
Denise	Brown	116	74	2008-02-07
Kelly	Smith	493	58	1965-02-04
Don	Wheeler	271	25	1989-04-09
Nicole	Hayes	495	54	1976-09-24
James	Thomas	496	28	1993-03-03
Edwin	Massey	258	46	1985-05-28
Nicole	Maxwell	436	80	1953-05-14
Donna	Hardy	160	78	1979-06-17
Thomas	Murphy	265	58	2013-09-26
Carol	Bennett	24	76	1976-05-18
Keith	Dunn	473	58	1954-03-01
Scott	Garcia	23	36	1985-07-29
Jennifer	Keller	409	56	1973-02-17
David	Hughes	95	55	1960-01-04
Jessica	Ritter	152	75	2007-04-11
Brenda	Bass	331	77	2020-04-20
Timothy	Kaiser	152	49	2015-07-15
Danny	Rose	415	70	2023-09-21
Debbie	Wilkins	180	80	1971-07-08
Audrey	Tran	248	34	2000-04-22
Meghan	Kelly	499	42	1977-11-18
Ryan	Ross	343	20	1979-02-19
Catherine	Patel	419	41	2007-11-21
Annette	Mcclain	85	75	1998-11-11
Victoria	Mcbride	440	78	1994-05-29
Michelle	Preston	222	32	1959-04-22
Christina	Lynch	486	33	1958-11-30
Dawn	Stone	456	65	2007-05-09
Timothy	Palmer	315	39	1974-11-03
Patricia	Graham	109	22	2006-06-15
Amanda	Kramer	121	47	2019-03-06
Samuel	Lopez	458	35	2003-06-05
Robert	Adams	484	55	1997-03-12
Karen	Farmer	96	71	2019-02-03
Deborah	Reid	133	66	2008-07-04
Lori	Bryant	205	76	1960-04-14
Wendy	Elliott	476	74	1970-05-13
Jessica	White	322	40	1954-03-18
Michael	Carr	456	58	1987-05-02
James	Miller	188	67	2020-05-06
Randy	Perry	264	36	1947-08-07
Sandra	Gordon	84	20	2014-02-15
Linda	Maynard	171	37	1997-02-27
Derrick	Hopkins	352	31	2000-10-24
Christopher	Browning	482	42	2000-03-12
John	Johnson	445	42	1982-08-19
Melissa	Taylor	29	28	2015-08-10
Stephanie	Jenkins	99	60	2023-05-27
Michele	Brown	304	64	2004-10-17
Danielle	Murphy	114	39	1980-11-09
Elizabeth	Turner	497	25	1977-06-13
Mallory	Mendez	147	32	2001-01-19
Kevin	White	388	46	2017-07-21
Daniel	Ward	431	18	1955-06-20
David	Drake	368	28	1978-07-03
Nathaniel	Smith	324	56	2005-06-28
David	Bradley	382	39	1971-03-06
Samantha	Young	216	78	1990-11-18
Jennifer	Rosario	285	75	1969-05-27
Joseph	Gallagher	442	55	2022-02-24
Sierra	Freeman	84	44	1952-11-18
Ronald	Richards	488	56	1955-01-28
Deborah	Cooley	203	20	1981-04-23
Rebecca	Gay	469	79	1970-07-15
Sandra	Lewis	235	35	2004-05-29
Mary	Mooney	355	45	1969-06-18
Jasmine	Ford	29	39	2022-11-28
John	White	425	34	1964-10-25
Benjamin	Beck	184	46	1979-04-09
Michael	Galvan	39	32	1972-05-24
Brittany	Smith	394	61	1994-01-11
Guy	Young	476	51	1988-08-15
Michael	Adams	429	74	1999-08-21
Lisa	Foley	222	29	1958-02-11
Stephanie	Torres	90	47	1995-11-20
Laura	Castillo	142	38	2016-06-12
Jessica	Alvarez	490	32	1989-11-02
Elizabeth	Garcia	393	33	1978-01-30
Tonya	Gill	320	39	1985-06-09
Leslie	Levy	258	21	1989-05-24
Adam	Bennett	81	62	2019-01-13
Ryan	Martin	282	20	2013-11-02
Lindsay	Collins	481	44	1978-10-23
Robert	Hanson	113	59	2012-11-15
Alexander	Bates	185	60	1979-03-24
Daniel	Wilson	61	35	2021-02-23
Beverly	Walters	484	50	2001-03-12
Alexandria	Weber	301	26	2013-05-27
Justin	Garcia	214	80	1978-09-24
Tony	Huff	354	69	1995-11-22
Luis	Macias	455	28	1957-06-05
Nicholas	Johnson	419	64	2000-08-05
Karl	Wilson	15	33	1957-02-23
Caitlin	Berg	343	67	1963-08-01
Karen	Newton	495	23	1960-09-17
Laura	Walters	204	29	2012-05-25
Scott	Thomas	401	49	1953-11-10
Christina	Walker	295	24	2007-10-12
David	Harmon	102	31	1959-01-04
Stephen	Gray	244	75	2015-08-20
Andrea	Chavez	10	73	1968-01-30
Shelley	Ponce	215	74	1950-03-02
Duane	Warner	446	36	1975-09-27
Steven	Conley	322	47	1990-07-25
Alexandra	Williams	13	43	2016-10-05
Jennifer	Cummings	383	73	1976-10-02
Brenda	Meyers	163	45	1980-06-20
Gavin	Spencer	191	43	2021-11-29
Bridget	Higgins	492	20	1991-10-24
Jose	Lynch	114	50	1955-06-24
Kaylee	Stark	287	54	1986-05-06
Ryan	Harmon	4	69	2012-04-20
Heather	Rhodes	226	27	1967-02-06
Shannon	Wise	284	25	1982-06-28
Maria	Garcia	196	32	2010-03-21
Jennifer	Gonzalez	474	44	2009-07-13
Brittany	Ryan	455	28	1956-02-18
Connor	Chan	21	45	2014-09-23
Nathan	Roy	18	76	1955-08-30
Emily	Nichols	200	60	1994-10-19
Willie	Delacruz	37	32	1997-07-15
Scott	Hernandez	309	34	1976-03-31
Keith	Roberts	168	55	1976-09-14
Michael	Myers	30	38	1976-04-25
Danielle	Blake	88	33	1964-08-23
Briana	Taylor	482	37	1980-04-14
Linda	Rowe	131	69	2006-11-19
Patrick	Bell	164	69	1948-02-02
Bradley	Nunez	276	41	1954-10-29
Jason	Davis	306	67	1977-09-17
Jacob	Evans	199	52	1978-09-11
Mary	Crosby	388	62	1959-04-01
Larry	Rivera	384	44	2013-02-06
Valerie	Guerrero	238	70	1950-04-09
Matthew	Reed	206	76	1986-01-08
Brittany	Walker	70	73	1992-06-04
Sheila	Herrera	211	69	2010-09-14
Briana	Ward	285	65	1973-11-11
Olivia	Coleman	270	45	1992-07-21
Paige	Le	47	18	2005-01-21
Misty	Davis	481	56	2017-08-02
Thomas	Neal	299	34	1981-10-27
Elizabeth	Lewis	433	63	1995-03-29
Thomas	Patterson	256	46	1946-03-23
Rebecca	Johnson	190	59	2010-08-15
Adrienne	Carroll	275	73	1998-05-11
Mary	Roberts	120	27	2023-08-05
George	Ho	106	40	2020-04-21
John	Young	132	19	1989-06-26
Cassie	Kim	406	62	2021-03-15
Kara	Li	435	77	2022-07-05
Patricia	Washington	58	32	1980-07-15
Alicia	Larson	166	20	2001-10-25
Anthony	Harper	485	56	1952-02-07
Alan	White	367	57	1969-01-12
Matthew	Carlson	168	20	2006-01-09
Tommy	Richards	480	61	1998-09-09
Lauren	Green	211	80	1978-05-07
William	Chandler	313	30	2007-07-17
Lisa	Higgins	75	52	1996-08-25
Jason	Miller	448	68	1946-11-14
Jeremiah	Church	143	47	2016-08-10
David	Gomez	211	45	1979-02-09
John	Evans	340	68	2015-06-02
Lisa	Jones	154	45	2010-04-17
Crystal	Kelley	421	42	2004-03-21
Brandi	Simpson	494	32	1980-04-23
Richard	Jones	151	56	1968-03-03
Dylan	Duarte	311	61	1983-11-20
Alexandra	Miller	307	72	1950-01-20
Charles	Miller	413	50	1984-05-18
Michael	Rodriguez	217	67	2012-05-18
Alexa	Fry	422	45	2006-05-26
Christopher	Williams	220	65	1970-06-06
Lydia	Hodges	486	38	1994-08-09
Anthony	Ortiz	140	78	1967-03-10
Luke	Fisher	156	64	2017-08-22
Jessica	Cruz	466	43	2014-05-21
Scott	Johnson	74	55	1993-02-07
Johnathan	Smith	20	33	2017-06-29
Douglas	Kent	91	24	1974-09-27
Amanda	Cooke	207	54	1991-04-04
Cameron	Boyd	117	69	1994-07-30
Diane	Oneill	252	66	2011-01-19
Michael	Bennett	85	56	2020-04-16
Joshua	Brown	190	21	1948-07-12
Jonathan	Dominguez	413	57	1947-01-01
Andrew	Mclaughlin	208	22	2012-02-01
Lisa	Ware	465	37	1947-11-27
Brooke	Chapman	213	31	1966-01-06
Larry	Kelley	147	57	1994-02-17
Phyllis	Yang	141	44	1987-02-07
Debra	Chandler	376	80	1951-08-07
Jason	Roth	91	31	1958-04-20
Michelle	Walker	385	44	1996-02-17
Travis	Duke	441	31	1981-08-13
Lisa	Garcia	208	41	2003-09-13
Kristine	Mcclure	96	55	1980-08-17
Alyssa	Fowler	467	65	2012-02-26
Jeffrey	Williams	138	80	1948-11-16
Amy	James	378	27	2015-02-24
Emily	Diaz	103	32	2022-11-20
Whitney	Rodriguez	295	66	1960-04-30
Martha	Morse	427	29	2013-08-20
Jeffrey	Johnson	378	77	1946-09-30
Nicholas	Little	324	64	1958-02-11
Michael	Carrillo	103	64	1986-06-17
Carol	Walsh	58	39	1991-11-10
Robert	Stewart	42	72	1959-10-21
Zachary	Hunter	414	56	1986-04-10
Emily	Morse	31	54	1967-11-27
John	Randall	241	80	1955-04-05
Rachel	Trujillo	48	34	1966-01-07
Wayne	White	416	28	2013-05-10
Jonathon	Church	315	76	2009-06-03
Jennifer	Griffin	295	80	2004-02-26
Aaron	Owen	464	44	1981-11-15
Marie	Sanders	248	57	1978-11-20
Kevin	Howard	266	57	1961-06-18
Angela	Green	241	64	2010-06-09
Robin	Clements	446	25	1974-09-21
George	Roth	394	77	1963-07-25
Brittany	Mitchell	31	20	2004-05-12
Catherine	Schwartz	485	48	1993-01-10
Glen	Lee	342	23	2016-05-23
Sharon	Davis	438	24	1951-08-09
Heather	Miller	303	32	1978-10-11
Keith	Hall	68	27	2021-04-22
Lori	Carter	421	63	1988-04-26
Lauren	Sullivan	490	55	1953-05-27
Summer	Lee	80	62	1985-09-27
Isabel	Fletcher	53	43	1955-11-22
Alexis	Rivas	199	35	1958-03-31
Gregory	Klein	193	50	1991-09-07
Katherine	Martinez	237	31	1984-08-06
Lisa	Bryan	138	66	1973-06-28
Megan	Perez	260	22	1979-09-21
Adam	Phillips	472	77	1988-02-18
Paul	Olson	451	46	1999-11-12
Miguel	Hughes	405	51	2017-05-30
Shane	Sanchez	453	66	1998-10-22
Andrew	Jimenez	160	48	2001-11-04
Kimberly	Watts	64	22	2012-01-06
Eric	Casey	130	74	1969-03-26
Janice	Koch	160	30	1992-09-28
Keith	Lee	402	58	2016-02-17
Howard	Taylor	464	52	1971-05-25
Tiffany	Espinoza	489	45	2002-11-26
Monica	Martin	111	21	1993-01-30
Jeffrey	Jackson	5	20	1951-09-23
Leah	Rodriguez	337	52	1965-06-09
Adam	Moore	128	40	2015-08-05
Ronnie	Hahn	494	58	1996-04-12
Michele	Reynolds	341	61	1970-05-07
Kelsey	Hicks	297	62	1972-06-15
Jennifer	Rogers	155	21	1946-09-18
Danny	Ritter	390	24	1972-10-25
Jessica	Mendoza	307	33	1981-07-18
Karen	Ruiz	290	61	1996-08-08
April	Davis	6	50	2003-03-02
Cheryl	Davidson	230	40	2023-06-13
Christine	Hays	386	39	2005-01-23
Carol	Garcia	220	43	1950-01-30
Brian	Gray	336	77	2006-02-06
Calvin	Thornton	100	74	1961-05-17
Hunter	Martin	331	63	1990-07-23
Ronald	Rodriguez	141	46	1973-11-02
Steven	Harris	374	55	1968-03-26
Paige	Huffman	299	66	2022-09-16
Kristen	Underwood	44	30	2015-03-23
Lisa	Morris	430	61	1972-02-25
Kevin	Reynolds	292	21	1967-04-16
Lisa	Sheppard	238	40	2011-01-23
Michael	Combs	43	24	1977-05-26
Christine	Price	146	22	2014-02-27
Krista	Webster	376	65	2011-03-25
Alison	Burch	195	71	1975-05-18
Jay	May	373	41	2020-08-21
David	Newton	300	18	1982-05-21
Carrie	Mills	358	33	2014-04-06
Amanda	Mahoney	311	25	2007-03-24
Melissa	Clark	11	42	1997-09-30
Kaitlyn	Silva	31	24	1980-06-18
Kevin	Morris	458	80	1987-01-19
Chris	Solomon	245	23	2021-04-14
Angela	Bruce	311	42	2002-09-04
Karen	Mason	463	61	2020-10-25
Timothy	Young	120	47	1986-06-02
Donna	Hernandez	300	48	1999-04-29
Mary	Morales	409	75	1953-02-13
Matthew	Reyes	418	21	1953-08-04
Catherine	Kelly	177	27	2004-05-15
Elizabeth	Blackburn	143	67	2022-11-15
Robert	Morrow	290	56	1962-04-03
Thomas	Campbell	289	29	1958-06-19
Angela	Cole	100	47	1969-04-05
Sarah	Kim	72	66	1985-06-01
Carlos	Rush	114	62	1950-04-08
Heather	Brown	85	62	1958-04-20
Kelly	Hamilton	372	50	2018-02-25
Russell	Gray	313	64	1979-01-21
Dustin	Knight	19	25	2005-06-19
Nancy	Johnson	125	78	1965-02-25
Robert	Reed	328	58	1949-10-16
Manuel	Rice	381	65	2003-06-03
Teresa	Torres	175	48	1950-08-06
Jennifer	Le	348	23	2015-01-28
Darren	Rodriguez	499	72	2003-02-28
Matthew	Robinson	42	29	2009-04-28
Tom	Kerr	140	24	1951-06-25
Marvin	Coleman	344	57	1963-11-11
John	Powell	319	34	1972-05-13
Michelle	Dunlap	182	62	1998-01-19
David	Hughes	328	36	1960-05-09
Franklin	Shelton	73	24	1999-05-14
Gary	Ballard	77	27	1946-01-23
Jennifer	Larson	283	58	2009-04-05
Christina	Warren	100	48	1984-02-13
Lori	Brown	346	79	2023-01-03
Ashley	Baker	160	58	1958-09-16
Melanie	Garcia	427	57	1967-02-21
David	Austin	340	55	1954-01-02
Barry	Liu	378	41	2013-11-01
Manuel	Wilson	139	59	1994-04-10
John	Hudson	293	29	2015-11-08
Alexis	Butler	371	27	2022-02-23
Eric	Rosales	167	68	1986-05-23
Andrea	Myers	79	42	1970-08-08
Monica	Robles	91	57	2019-02-14
Monica	Glover	347	38	1973-07-15
Colton	Richards	14	66	1984-06-23
Ashley	Tran	10	80	1987-01-10
Kenneth	Daniels	443	68	1988-02-10
Dawn	Cooper	267	74	1970-07-09
Holly	Franklin	373	22	1967-04-16
Kenneth	Valdez	213	26	2010-07-19
Danielle	Bowman	220	20	2014-10-12
Julie	Harper	256	75	1986-01-16
John	Clark	172	52	1947-04-10
Harry	Garcia	273	46	1951-03-27
Jessica	Murphy	2	65	2023-08-25
Robert	Donaldson	143	30	1980-01-28
Corey	Barry	488	26	1972-09-02
Jason	Bates	33	60	1976-02-27
Michael	Horne	154	49	1990-10-28
Janice	Johnson	493	58	1960-09-06
Kenneth	Cruz	123	28	2019-05-31
Lisa	Thomas	17	61	1964-09-29
Jonathan	King	317	18	1968-05-25
Jodi	Matthews	225	70	2005-06-19
Cindy	Davidson	89	49	1967-02-23
Mary	Wise	187	35	1962-02-18
Carla	Robinson	67	44	1986-02-07
Danny	Watson	3	26	1997-01-16
Jacob	Martin	37	65	1991-01-06
Mary	Hicks	151	67	2017-03-10
Kenneth	Morgan	276	19	2014-11-02
Jessica	Ortega	380	20	1994-09-17
Cassandra	Wilkerson	12	46	2015-02-04
Ian	Jones	426	20	2012-09-30
Carol	Davis	474	30	1998-08-09
Alejandro	Montgomery	118	58	1991-04-14
Stacy	Bowman	304	24	2021-11-08
Brenda	Mccoy	401	46	1949-09-11
Michael	Sandoval	194	65	1967-06-05
Billy	Johnson	293	59	1982-05-30
Emily	Taylor	173	23	1987-07-01
Nicholas	Gray	185	56	1968-09-11
Curtis	David	168	48	1959-10-06
Stacey	Gates	306	27	1965-08-17
Jason	Spencer	425	49	2002-05-18
Kenneth	Osborne	174	54	1988-01-06
Marilyn	Allen	478	61	2023-07-28
Alex	Price	154	75	2019-04-15
Norman	Taylor	319	23	1978-05-26
Marie	Buck	169	32	2015-08-04
Ryan	Young	492	32	1992-07-11
Michelle	Andersen	66	71	1990-09-04
Chelsea	Smith	53	19	1982-11-06
Jerome	Cooper	118	33	2022-07-04
Pamela	Gregory	460	36	1956-08-26
Samuel	Torres	73	51	1951-05-11
Lisa	Carr	88	30	1999-02-12
Steven	Stewart	419	44	2007-01-15
Paula	Henry	383	39	1965-11-06
Jill	Hill	245	61	2010-07-04
Devin	Sharp	207	66	1972-03-11
Heather	Gill	389	31	1994-03-22
Samantha	Mendez	165	57	2008-07-20
Diane	Grant	96	53	1989-07-08
Teresa	Wall	51	26	1956-03-10
Julie	Garrett	414	36	1956-06-04
James	Zimmerman	228	78	1971-07-06
William	Adams	104	45	1965-05-26
Curtis	Castillo	110	49	1985-07-27
Nathan	Morrison	156	68	1952-08-11
Jason	Smith	175	20	1993-10-30
Christina	Luna	154	45	1964-02-11
Karen	Nguyen	29	48	2004-10-20
Max	Wright	245	52	1967-03-08
Deanna	Jones	316	37	1954-11-05
Casey	Benjamin	149	54	1948-05-01
Richard	Benton	256	75	1978-08-06
Richard	Mitchell	471	37	2003-02-10
Jennifer	Garcia	160	22	2011-04-19
Jason	Mcconnell	363	35	1994-09-08
Steven	Davidson	210	20	1970-04-21
Donna	Wallace	342	46	1972-05-16
Eric	Lam	87	32	1998-11-27
April	Walls	387	18	1959-09-07
Joshua	Buck	87	69	1948-04-06
Nathaniel	Flowers	334	39	2007-02-16
Beth	Parker	422	69	1993-01-06
Wesley	Carpenter	142	18	1988-07-20
Emily	Mendoza	10	69	1953-09-10
Veronica	Dunn	163	56	1963-11-29
Adam	Zamora	19	56	1954-11-17
Matthew	Turner	498	23	2022-11-07
Michael	Fields	368	45	1996-04-18
Amy	Lloyd	29	71	2012-01-18
Gabrielle	Walls	237	40	1967-07-17
David	Sloan	385	64	2011-05-25
Holly	Luna	83	21	1976-06-28
Stephanie	Reyes	123	54	1993-07-03
Jacob	Chaney	8	76	2011-11-27
Julie	Brewer	170	42	1981-03-02
Stephen	Webster	354	67	2002-10-22
Daniel	Fernandez	11	48	1951-04-25
Shannon	Lopez	282	38	1968-08-14
Lee	Paul	425	68	2016-04-14
Tanya	Jimenez	481	34	1959-02-13
Amy	Foster	36	37	1951-11-12
Charles	Miranda	250	48	1959-08-11
Jack	Garner	50	29	1958-09-16
Levi	Hamilton	226	75	1984-07-31
Kimberly	Wells	127	20	1984-03-31
Vicki	Scott	468	18	2020-06-22
Matthew	Haley	30	69	1956-06-07
Christian	Cain	300	34	1948-03-14
Tammy	Ellis	443	43	1953-07-03
Sarah	Gibson	106	76	1955-03-25
Erin	Page	2	56	1949-02-17
Michelle	Soto	377	65	1957-09-06
Amy	Hayes	446	75	1982-02-24
David	Suarez	351	56	1960-09-22
Jason	Campbell	469	58	1984-09-21
Patrick	Gomez	414	60	1971-05-25
Rebecca	Welch	457	48	1981-01-24
Laura	Johnson	423	25	1999-01-08
Lee	Davis	416	63	1973-01-06
Catherine	Paul	119	25	1986-06-26
Jennifer	Tucker	234	70	1987-10-27
Thomas	Williams	101	52	1996-02-14
Nicholas	Buck	442	28	1981-06-27
Jessica	Johnson	352	76	1955-11-20
Kyle	Bailey	342	69	2022-11-27
Richard	Rodriguez	400	46	2016-05-24
Melinda	Perry	427	64	1990-01-31
Thomas	Avery	224	36	1965-02-09
Jennifer	Bennett	6	31	1985-03-14
Nicole	Ruiz	77	37	1961-04-20
William	Nichols	159	68	1984-09-21
Brenda	Blevins	340	53	1994-02-19
Troy	Armstrong	140	68	1979-08-21
Kurt	Hudson	169	45	1978-11-24
Gerald	Stanton	461	57	1965-08-12
Nathan	Olson	349	60	1986-03-19
Daniel	Ramirez	260	29	2021-02-12
Alexander	Reyes	229	59	1981-03-14
Michelle	Rodriguez	271	21	1948-09-06
Curtis	Cooper	57	76	1994-11-15
Danielle	Bautista	264	20	1970-10-26
Mary	Anderson	11	22	1956-06-14
Alyssa	Horn	207	80	2005-01-24
Olivia	Blackburn	61	18	2020-08-11
Jose	Gray	144	21	2011-03-18
Charles	Anderson	292	80	1999-01-03
Jean	Ball	420	22	1956-10-06
Melissa	Powell	206	22	2012-02-23
Roger	Webster	455	25	1946-11-17
Richard	Torres	487	59	2010-05-16
David	Ball	297	20	1982-03-26
Alexis	Dixon	270	74	1973-03-08
Jacob	Brooks	46	72	2015-05-02
Mason	Krause	27	19	1982-07-24
Sarah	Bryant	415	66	1952-05-16
Robert	Thomas	374	59	2023-07-10
William	Medina	39	33	2019-08-01
Danielle	Mckinney	198	36	2016-09-27
Sarah	Owens	220	74	1967-03-10
Eric	Stone	320	25	2021-03-19
Leah	Lewis	136	37	2023-08-26
Patricia	Gardner	308	26	1984-02-02
Christopher	Morrison	303	35	2018-10-27
Nicole	Collins	163	78	1961-08-22
Michael	Huff	103	32	1974-01-13
Lori	Mccullough	269	66	2003-10-05
